A;RTSALEDATA;260;20240930 01:07;VALNET;
B;260;809654;1;20240930 01:07;;;1;BOURKE ST;NORTH PARRAMATTA;2151;555.1;M;20240815;20240925;2420000;E3;3;COMMERCIAL;;PS2;;0;AU445830;
C;260;809654;1;20240930 01:07;77/715835;
D;260;809654;1;20240930 01:07;P;;;;;;
D;260;809654;1;20240930 01:07;V;;;;;;
B;260;812690;2;20240930 01:07;;;24;CALEDONIAN AVE;WINSTON HILLS;2153;556.4;M;20240809;20240920;1685000;R2;R;RESIDENCE;;CBA;;0;AU434389;
C;260;812690;2;20240930 01:07;305/233395;
D;260;812690;2;20240930 01:07;P;;;;;;
D;260;812690;2;20240930 01:07;P;;;;;;
D;260;812690;2;20240930 01:07;V;;;;;;
D;260;812690;2;20240930 01:07;V;;;;;;
B;260;826200;3;20240930 01:07;;;78;HAMMERS RD;NORTHMEAD;2152;650.29;M;20240315;20240920;1580000;R2;R;RESIDENCE;;ANN;;0;AU436215;
C;260;826200;3;20240930 01:07;1/523533;
D;260;826200;3;20240930 01:07;P;;;;;;
D;260;826200;3;20240930 01:07;V;;;;;;
D;260;826200;3;20240930 01:07;V;;;;;;
B;260;829547;4;20240930 01:07;;9;9;ISABELLA ST;NORTH PARRAMATTA;2151;;;20240702;20240920;586000;;R;RESIDENCE;9;;;0;AU434948;
C;260;829547;4;20240930 01:07;9/SP12782;
D;260;829547;4;20240930 01:07;P;;;;;;
D;260;829547;4;20240930 01:07;V;;;;;;
B;260;830519;5;20240930 01:07;;;1;KEATS PL;WINSTON HILLS;2153;569.1;M;20240628;20240920;1605000;R2;R;RESIDENCE;;CBA;;0;AU432108;
C;260;830519;5;20240930 01:07;51/230545;
D;260;830519;5;20240930 01:07;P;;;;;;
D;260;830519;5;20240930 01:07;P;;;;;;
D;260;830519;5;20240930 01:07;V;;;;;;
B;260;822133;6;20240930 01:07;;;117;FITZWILLIAM RD;TOONGABBIE;2146;575.4;M;20240822;20240920;1350000;R2;R;RESIDENCE;;BQA;;0;AU435105;
C;260;822133;6;20240930 01:07;27/35665;
D;260;822133;6;20240930 01:07;P;;;;;;
D;260;822133;6;20240930 01:07;P;;;;;;
D;260;822133;6;20240930 01:07;V;;;;;;
D;260;822133;6;20240930 01:07;V;;;;;;
B;260;814383;7;20240930 01:07;;5;26;CENTRAL AVE;WESTMEAD;2145;;;20240808;20240924;520000;;R;RESIDENCE;5;;;0;AU441043;
C;260;814383;7;20240930 01:07;5/SP22667;
D;260;814383;7;20240930 01:07;P;;;;;;
D;260;814383;7;20240930 01:07;V;;;;;;
B;260;822461;8;20240930 01:07;;;23;FRANCES ST;NORTHMEAD;2152;613.4;M;20240615;20240923;1640000;R2;R;RESIDENCE;;ANN;;0;AU437167;
C;260;822461;8;20240930 01:07;14/16674;
D;260;822461;8;20240930 01:07;P;;;;;;
D;260;822461;8;20240930 01:07;P;;;;;;
D;260;822461;8;20240930 01:07;V;;;;;;
D;260;822461;8;20240930 01:07;V;;;;;;
B;260;827912;9;20240930 01:07;;;19;HILDER RD;ERMINGTON;2115;714.5;M;20240629;20240923;2500000;R2;R;RESIDENCE;;AAV;;0;AU440196;
C;260;827912;9;20240930 01:07;48/35562;
D;260;827912;9;20240930 01:07;P;;;;;;
D;260;827912;9;20240930 01:07;P;;;;;;
D;260;827912;9;20240930 01:07;P;;;;;;
D;260;827912;9;20240930 01:07;V;;;;;;
B;260;803706;10;20240930 01:07;;51;19;ADDERTON RD;TELOPEA;2117;;;20240628;20240920;560000;;R;RESIDENCE;51;;;0;AU433450;
C;260;803706;10;20240930 01:07;51/SP12625;
D;260;803706;10;20240930 01:07;P;;;;;;
D;260;803706;10;20240930 01:07;P;;;;;;
D;260;803706;10;20240930 01:07;V;;;;;;
D;260;803706;10;20240930 01:07;V;;;;;;
