A;RTSALEDATA;300;20240930 01:08;VALNET;
B;300;4045143;1;20240930 01:08;;;27;MOORE ST;BINGARA;2404;866.5;M;20240829;20240919;73000;RU5;V;VACANT LAND;;ABB;;0;AU428969;
C;300;4045143;1;20240930 01:08;19/1233372;
D;300;4045143;1;20240930 01:08;P;;;;;;
D;300;4045143;1;20240930 01:08;P;;;;;;
D;300;4045143;1;20240930 01:08;V;;;;;;
B;300;1843711;2;20240930 01:08;EMU VALE;;;GINEROI RD;GINEROI;2404;143.95;H;20240805;20240916;700000;RU1;3;FARM;;RFS;;0;AU417246;
C;300;1843711;2;20240930 01:08;75, 148/754864 Enclosure Permit 653888;
D;300;1843711;2;20240930 01:08;P;;;;;;
D;300;1843711;2;20240930 01:08;P;;;;;;
D;300;1843711;2;20240930 01:08;P;;;;;;
D;300;1843711;2;20240930 01:08;P;;;;;;
D;300;1843711;2;20240930 01:08;V;;;;;;
B;300;2688295;3;20240930 01:08;;;9;BELFORD ST;CROPPA CREEK;2411;1533;M;20231009;20240925;60000;RU5;R;RESIDENCE;;VCC;;0;AU445913;
C;300;2688295;3;20240930 01:08;3/39463;
D;300;2688295;3;20240930 01:08;P;;;;;;
D;300;2688295;3;20240930 01:08;P;;;;;;
D;300;2688295;3;20240930 01:08;V;;;;;;
Z;19;3;3;11;
