A;RTSALEDATA;255;20240930 01:07;VALNET;
B;255;4043356;1;20240930 01:07;;;11 D;MODICA CRES;BURONGA;2739;4332;M;20240408;20240926;370000;E4;V;VACANT LAND;;EBI;;0;AU450411;
C;255;4043356;1;20240930 01:07;4/1230783;
D;255;4043356;1;20240930 01:07;P;;;;;;
D;255;4043356;1;20240930 01:07;V;;;;;;
B;255;4032208;2;20240930 01:07;;;848;RIVER RD;BOEILL CREEK;2739;43.72;H;20240307;20240920;300000;RU1;3;FARM;;AX1;;0;AU434522;
C;255;4032208;2;20240930 01:07;1, 2/1231182 Western Land Lease 14303 Western Land Lease 15246;
D;255;4032208;2;20240930 01:07;P;;;;;;
D;255;4032208;2;20240930 01:07;V;;;;;;
D;255;4032208;2;20240930 01:07;V;;;;;;
B;255;4508428;3;20240930 01:07;;;2;WOODSIDE DR;GOL GOL;2738;1031;M;20240725;20240920;185000;RU5;V;VACANT LAND;;AV1;;0;AU434510;
C;255;4508428;3;20240930 01:07;39/1298329;
D;255;4508428;3;20240930 01:07;P;;;;;;
D;255;4508428;3;20240930 01:07;V;;;;;;
B;255;4571136;4;20240930 01:07;;;2;RENMARK RD;WENTWORTH;2648;9000;M;20240627;20240925;192500;;R;RESIDENCE;;;;0;AU446683;
C;255;4571136;4;20240930 01:07;4/1302054;
D;255;4571136;4;20240930 01:07;P;;;;;;
D;255;4571136;4;20240930 01:07;V;;;;;;
B;255;2686374;5;20240930 01:07;;;72;ADELAIDE ST;GOL GOL;2738;2023;M;20240613;20240923;1400000;RU5;3;COMMERCIAL;;AV1;;0;AU439387;
C;255;2686374;5;20240930 01:07;1/11/758456;
D;255;2686374;5;20240930 01:07;P;;;;;;
D;255;2686374;5;20240930 01:07;V;;;;;;
B;255;2686414;6;20240930 01:07;;;27;CARRAMAR DR;GOL GOL;2738;4047;M;20240816;20240925;1910000;RU5;R;RESIDENCE;;AD1;;0;AU445322;
C;255;2686414;6;20240930 01:07;8/240719;
D;255;2686414;6;20240930 01:07;P;;;;;;
D;255;2686414;6;20240930 01:07;P;;;;;;
D;255;2686414;6;20240930 01:07;V;;;;;;
B;255;2686535;7;20240930 01:07;;;18;WILGA RD;GOL GOL;2738;8.69;H;20231011;20240924;1800000;R5;3;FARM;;RRG;;0;AU442291;
C;255;2686535;7;20240930 01:07;2/875018;
D;255;2686535;7;20240930 01:07;P;;;;;;
D;255;2686535;7;20240930 01:07;V;;;;;;
D;255;2686535;7;20240930 01:07;V;;;;;;
B;255;2687176;8;20240930 01:07;;;12;MURRAY CT;WENTWORTH;2648;1064;M;20240906;20240923;560000;RU5;R;RESIDENCE;;AL1;;0;AU439768;
C;255;2687176;8;20240930 01:07;11/264252;
D;255;2687176;8;20240930 01:07;P;;;;;;
D;255;2687176;8;20240930 01:07;P;;;;;;
D;255;2687176;8;20240930 01:07;V;;;;;;
B;255;2687498;9;20240930 01:07;FARM 82;;48;SCHOOL RD;DARETON;2717;1.624;H;20240912;20240926;260000;RU5;R;RESIDENCE;;AJ1;;0;AU450639;
C;255;2687498;9;20240930 01:07;1127/46624;
D;255;2687498;9;20240930 01:07;P;;;;;;
D;255;2687498;9;20240930 01:07;V;;;;;;
D;255;2687498;9;20240930 01:07;V;;;;;;
B;255;3366596;10;20240930 01:07;;;269;FLETCHERS LAKE RD;COOMEALLA;2717;5000;M;20240801;20240920;370000;RU4;R;RESIDENCE;;AH2;;0;AU435950;
C;255;3366596;10;20240930 01:07;1/1121825;
D;255;3366596;10;20240930 01:07;P;;;;;;
D;255;3366596;10;20240930 01:07;V;;;;;;
D;255;3366596;10;20240930 01:07;V;;;;;;
B;255;4454790;11;20240930 01:07;;;32;MIDWAY DR;BURONGA;2739;673;M;20240731;20240923;147000;RU5;V;VACANT LAND;;AA1;;0;AU440299;
C;255;4454790;11;20240930 01:07;25/1288183;
D;255;4454790;11;20240930 01:07;P;;;;;;
D;255;4454790;11;20240930 01:07;V;;;;;;
D;255;4454790;11;20240930 01:07;V;;;;;;
Z;53;11;11;29;
