A;RTSALEDATA;252;20240930 01:07;VALNET;
B;252;4573161;1;20240930 01:07;;;;BRACKENDALE RD;WALCHA;2354;28.072;H;20240703;20240902;400000;;3;FARM;;;;0;AU380852;
C;252;4573161;1;20240930 01:07;23/756463 1/1159528;
D;252;4573161;1;20240930 01:07;P;;;;;;
D;252;4573161;1;20240930 01:07;V;;;;;;
B;252;4573162;2;20240930 01:07;;;2286;BRACKENDALE RD;WALCHA;2354;433.356;H;20240703;20240902;6600000;;3;FARM;;;;0;AU380847;
C;252;4573162;2;20240930 01:07;1/705185 22, 35, 73, 97, 98/756463;
D;252;4573162;2;20240930 01:07;P;;;;;;
D;252;4573162;2;20240930 01:07;V;;;;;;
B;252;2677361;3;20240930 01:07;;;8 W;HILL ST;WALCHA;2354;1069;M;20240816;20240925;365000;R1;R;RESIDENCE;;AAA;;0;AU444576;
C;252;2677361;3;20240930 01:07;7/225451;
D;252;2677361;3;20240930 01:07;P;;;;;;
D;252;2677361;3;20240930 01:07;V;;;;;;
B;252;2677508;4;20240930 01:07;;;108 N;MERIDIAN ST;WALCHA;2354;4047;M;20240816;20240924;430000;R1;R;RESIDENCE;;AAA;;0;AU442884;
C;252;2677508;4;20240930 01:07;15, 16/22761;
D;252;2677508;4;20240930 01:07;P;;;;;;
D;252;2677508;4;20240930 01:07;V;;;;;;
B;252;2677592;5;20240930 01:07;;;196 W;NORTH ST;WALCHA;2354;2023;M;20240909;20240919;99000;E4;3;COMMERCIAL;;IWT;;0;AU428624;
C;252;2677592;5;20240930 01:07;13/801491;
D;252;2677592;5;20240930 01:07;P;;;;;;
D;252;2677592;5;20240930 01:07;V;;;;;;
D;252;2677592;5;20240930 01:07;V;;;;;;
Z;23;5;5;11;
